director_name,actor_1_name,actor_2_name,actor_3_name,genres,language,imdb_score,movie_title
John Woo,Tom Cruise,Dougray Scott,Richard Roxburgh,Action Adventure Thriller,English,6.1,mission: impossible ii
Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,Action Adventure Drama Thriller,English,6.4,the perfect storm
Tim Story,Chris Evans,Ioan Gruffudd,Andre Braugher,Action Adventure Sci-Fi Thriller,English,5.6,fantastic 4: rise of the silver surfer
Ang Lee,Suraj Sharma,Rafe Spall,Tabu,Adventure Drama Fantasy,English,8.0,life of pi
Mark Steven Johnson,Nicolas Cage,Matt Long,Peter Fonda,Action Fantasy Thriller,English,5.2,ghost rider
Paul Greengrass,Matt Damon,Riz Ahmed,Ato Essandoh,Action Thriller,English,7.1,jason bourne
McG,Demi Moore,Bernie Mac,Justin Theroux,Action Adventure Comedy Crime,English,4.8,charlie's angels: full throttle
Ridley Scott,Michael Fassbender,Charlize Theron,Sean Harris,Adventure Mystery Sci-Fi,English,7.0,prometheus
Rob Minkoff,Nathan Lane,Brad Garrett,Melanie Griffith,Adventure Animation Comedy Family Fantasy,English,5.4,stuart little 2
Neill Blomkamp,Matt Damon,Sharlto Copley,Alice Braga,Action Drama Sci-Fi Thriller,English,6.6,elysium
David Twohy,Vin Diesel,Alexa Davalos,Christina Cox,Action Adventure Sci-Fi Thriller,English,6.7,the chronicles of riddick
José Padilha,Gary Oldman,Abbie Cornish,Jennifer Ehle,Action Crime Sci-Fi Thriller,English,6.2,robocop
Lana Wachowski,Scott Porter,Kick Gurry,Nicholas Elia,Action Family Sport,English,6.1,speed racer
James L. Brooks,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,Comedy Drama Romance,English,5.3,how do you know
James Mangold,Tom Cruise,Marc Blucas,Jordi Mollà,Action Comedy Romance,English,6.3,knight and day
Joseph Kosinski,Morgan Freeman,Tom Cruise,Zoë Bell,Action Adventure Mystery Sci-Fi,English,7.0,oblivion
George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,English,7.6,star wars: episode iii - revenge of the sith
George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,English,6.7,star wars: episode ii - attack of the clones
Pete Docter,Steve Buscemi,John Ratzenberger,James Coburn,Adventure Animation Comedy Family Fantasy,English,8.1,"monsters, inc."
James Mangold,Hugh Jackman,Tao Okamoto,Rila Fukushima,Action Adventure Sci-Fi Thriller,English,6.7,the wolverine
George Lucas,Natalie Portman,Liam Neeson,Ian McDiarmid,Action Adventure Fantasy Sci-Fi,English,6.5,star wars: episode i - the phantom menace
Kirk De Micco,Ryan Reynolds,Emma Stone,Nicolas Cage,Adventure Animation Comedy Family Fantasy,English,7.3,the croods
Frédéric Forestier,Alain Delon,Santiago Segura,Vanessa Hessler,Adventure Comedy Family Fantasy,French,5.1,asterix at the olympic games
John Woo,Nicolas Cage,Roger Willie,Noah Emmerich,Action Drama War,English,6.0,windtalkers
Cedric Nicolas-Troyan,Chris Hemsworth,Sam Claflin,Charlize Theron,Action Adventure Drama Fantasy,English,6.1,the huntsman: winter's war
Jonathan Liebesman,Noel Fisher,Danny Woodburn,Jeremy Howard,Action Adventure Comedy Sci-Fi,English,5.9,teenage mutant ninja turtles
Alfonso Cuarón,Phaldut Sharma,Basher Savage,Amy Warren,Adventure Drama Sci-Fi Thriller,English,7.8,gravity
Roger Donaldson,Jamie Renée Smith,Grant Heslov,Tzi Ma,Action Adventure Thriller,English,5.8,dante's peak
Dave Green,Stephen Amell,Noel Fisher,Brad Garrett,Action Adventure Comedy Sci-Fi,English,6.3,teenage mutant ninja turtles: out of the shadows
Josh Trank,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,Action Adventure Sci-Fi,English,4.3,fantastic four
Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Action Adventure Comedy Family Fantasy,English,6.4,night at the museum
Brad Peyton,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,Action Adventure Drama Thriller,English,6.1,san andreas
Roger Spottiswoode,Vincent Schiavelli,Colin Salmon,Joe Don Baker,Action Adventure Thriller,English,6.5,tomorrow never dies
Roland Emmerich,Heath Ledger,Adam Baldwin,Tom Wilkinson,Action Drama History War,English,7.1,the patriot
Steven Soderbergh,Brad Pitt,Julia Roberts,Mini Anden,Crime Thriller,English,6.4,ocean's twelve
Doug Liman,Brad Pitt,Angelina Jolie Pitt,Stephanie March,Action Comedy Crime Romance Thriller,English,6.5,mr. & mrs. smith
Robert Schwentke,Kate Winslet,Theo James,Mekhi Phifer,Adventure Sci-Fi Thriller,English,6.3,insurgent
Martin Scorsese,Leonardo DiCaprio,Adam Scott,Frances Conroy,Biography Drama,English,7.5,the aviator
Rob Letterman,James Corden,Catherine Tate,Olly Alexander,Adventure Comedy Family Fantasy,English,4.9,gulliver's travels
Michel Gondry,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,Action Comedy Crime Sci-Fi Thriller,English,5.8,the green hornet
unknown,George Peppard,Dirk Benedict,Dwight Schultz,Action Adventure Crime,English,7.6,the a-team            
Noam Murro,Eva Green,Sullivan Stapleton,Peter Mensah,Action Drama Fantasy War,English,6.2,300: rise of an empire
Raja Gosnell,Mahadeo Shivraj,Tim Gunn,Madison McKinley,Adventure Animation Comedy Family Fantasy,English,5.5,the smurfs
Will Finn,Steve Buscemi,Roseanne Barr,G.W. Bailey,Animation Comedy Family Music Western,English,5.4,home on the range
Robert Schwentke,Naomi Watts,Theo James,Zoë Kravitz,Action Adventure Mystery Sci-Fi Thriller,English,5.8,allegiant
Shawn Levy,Hugh Jackman,Torey Michael Adkins,Olga Fonda,Action Drama Sci-Fi Sport,English,7.1,real steel
Raja Gosnell,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,Adventure Animation Comedy Family Fantasy,English,5.4,the smurfs 2
Jan de Bont,Jason Patric,Temuera Morrison,Lois Chiles,Action Crime Romance Thriller,English,3.7,speed 2: cruise control
Gavin Hood,Harrison Ford,Moises Arias,Aramis Knight,Action Sci-Fi,English,6.7,ender's game
Len Wiseman,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,Action Adventure Thriller,English,7.2,live free or die hard
Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Action Adventure Drama Fantasy,English,8.8,the lord of the rings: the fellowship of the ring
Frank Coraci,Jim Broadbent,Steve Coogan,Cécile De France,Action Adventure Comedy,English,5.8,around the world in 80 days
Michael Mann,Will Smith,Jada Pinkett Smith,Joe Morton,Biography Drama Sport,English,6.8,ali
Bo Welch,Sean Hayes,Kelly Preston,Spencer Breslin,Adventure Comedy Family Fantasy,English,3.8,the cat in the hat
Alex Proyas,Will Smith,Bruce Greenwood,Chi McBride,Action Mystery Sci-Fi Thriller,English,7.1,"i, robot"
Ridley Scott,Liam Neeson,Orlando Bloom,Philip Glenister,Action Adventure Drama History War,English,7.2,kingdom of heaven
Rob Minkoff,Chazz Palminteri,Nathan Lane,Jeffrey Jones,Adventure Comedy Family Fantasy,English,5.9,stuart little
Ron Clements,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,Animation Family Fantasy Musical Romance,English,7.1,the princess and the frog
Ridley Scott,Matt Damon,Donald Glover,Benedict Wong,Adventure Drama Sci-Fi,English,8.1,the martian
Christopher Barnard,Mathew Buck,unknown,unknown,Comedy,unknown,7.2,"10,000 b.c.            "
Michael Bay,Scarlett Johansson,Steve Buscemi,Djimon Hounsou,Action Adventure Romance Sci-Fi Thriller,English,6.9,the island
Peter Chelsom,Del Zamora,Warren Beatty,Garry Shandling,Comedy Romance,English,4.4,town & country
Dominic Sena,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,Action Crime Thriller,English,6.5,gone in sixty seconds
Ridley Scott,Djimon Hounsou,Connie Nielsen,Oliver Reed,Action Drama Romance,English,8.5,gladiator
Steven Spielberg,Tom Cruise,Frank Grillo,Jessica Capshaw,Action Mystery Sci-Fi Thriller,English,7.7,minority report
Chris Columbus,Daniel Radcliffe,Rupert Grint,Emma Watson,Adventure Family Fantasy Mystery,English,7.4,harry potter and the chamber of secrets
Martin Campbell,Eva Green,Tobias Menzies,Ivana Milicevic,Action Adventure Thriller,English,8.0,casino royale
Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,Action Adventure Sci-Fi Thriller,English,5.7,planet of the apes
James Cameron,Joe Morton,Jenette Goldstein,S. Epatha Merkerson,Action Sci-Fi,English,8.5,terminator 2: judgment day
Michael Mann,Johnny Depp,Christian Bale,Stephen Graham,Biography Crime Drama History Romance,English,7.0,public enemies
Ridley Scott,Denzel Washington,Ruby Dee,RZA,Biography Crime Drama,English,7.8,american gangster
James Cameron,Jamie Lee Curtis,Tia Carrere,Tom Arnold,Action Comedy Thriller,English,7.2,true lies
Tony Scott,Denzel Washington,Ramon Rodriguez,Michael Rispoli,Action Crime Thriller,English,6.4,the taking of pelham 1 2 3
Paul Weitz,Robert De Niro,Blythe Danner,Teri Polo,Comedy Romance,English,5.5,little fockers
Adam McKay,Dwayne Johnson,Will Ferrell,Derek Jeter,Action Comedy Crime,English,6.7,the other guys
Chuck Russell,Vanessa Williams,James Coburn,Roma Maffia,Action Drama Mystery Thriller,English,6.1,eraser
Quentin Tarantino,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh,Drama Western,English,8.5,django unchained
Gary Trousdale,Demi Moore,Jason Alexander,Bill Fagerbakke,Animation Drama Family Musical Romance,English,6.9,the hunchback of notre dame
Mark Dindal,Eartha Kitt,Wendie Malick,John Fiedler,Adventure Animation Comedy Family Fantasy,English,7.3,the emperor's new groove
Simon West,Jason Statham,Sylvester Stallone,Bruce Willis,Action Adventure Thriller,English,6.7,the expendables 2
Jon Turteltaub,Nicolas Cage,Armando Riesco,Annie Parisse,Action Adventure Comedy Family Mystery,English,6.9,national treasure
Stefen Fangmeier,Djimon Hounsou,Ed Speleers,Gary Lewis,Action Adventure Family Fantasy,English,5.1,eragon
Spike Jonze,Catherine O'Hara,Ryan Corr,Max Records,Adventure Drama Family Fantasy,English,6.8,where the wild things are
Joe Wright,Hugh Jackman,Cara Delevingne,Nonso Anozie,Adventure Family Fantasy,English,5.8,pan
Chris Wedge,Josh Hutcherson,Emma Kenney,Troy Evans,Adventure Animation Family Fantasy,English,6.7,epic
Florian Henckel von Donnersmarck,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,Action Romance Thriller,English,6.0,the tourist
Peter Hyams,CCH Pounder,Mark Margolis,Udo Kier,Action Fantasy Horror Mystery,English,5.7,end of days
Edward Zwick,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,Adventure Drama Thriller,English,8.0,blood diamond
Martin Scorsese,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,Biography Comedy Crime Drama,English,8.2,the wolf of wall street
Joel Schumacher,Michael Gough,Rene Auberjonois,Debi Mazar,Action Adventure Fantasy,English,5.4,batman forever
Paul Verhoeven,Jake Busey,Patrick Muldoon,Seth Gilliam,Action Sci-Fi War,English,7.2,starship troopers
Tom Tykwer,Tom Hanks,Jim Sturgess,Jim Broadbent,Drama Sci-Fi,English,7.5,cloud atlas
Zack Snyder,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,Action Adventure Animation Family Fantasy,English,7.0,legend of the guardians: the owls of ga'hoole
Pitof,Frances Conroy,Christopher Heyerdahl,Alex Borstein,Action Crime Fantasy Romance Thriller,English,3.3,catwoman
Brett Ratner,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,Action Adventure,English,6.0,hercules
Ron Clements,Joseph Gordon-Levitt,Martin Short,Michael Wincott,Adventure Animation Family Sci-Fi,English,7.1,treasure planet
Brad Silberling,Will Ferrell,Anna Friel,Bobb'e J. Thompson,Adventure Comedy Sci-Fi,English,5.4,land of the lost
Patrick Hughes,Jason Statham,Sylvester Stallone,Harrison Ford,Action Adventure Thriller,English,6.1,the expendables 3
Ericson Core,Ray Winstone,Edgar Ramírez,Delroy Lindo,Action Crime Sport Thriller,English,5.3,point break
Lawrence Guterman,Jamie Kennedy,Traylor Howard,Ben Stein,Comedy Family Fantasy,English,2.2,son of the mask
Ron Howard,Chris Hemsworth,Benjamin Walker,Frank Dillane,Action Adventure Biography Drama History Thriller,English,7.0,in the heart of the sea
Ron Underwood,Rosario Dawson,Randy Quaid,Burt Young,Action Comedy Sci-Fi,English,3.8,the adventures of pluto nash
Paul Greengrass,Matt Damon,Sean Huze,Igal Naor,Action Drama Thriller War,English,6.9,green zone
Steve Martino,Francesca Capaldi,Venus Schultheis,Bill Melendez,Adventure Animation Comedy Family,English,7.2,the peanuts movie
David Mamet,Ben Gazzara,Felicity Huffman,Campbell Scott,Drama Mystery Thriller,English,7.3,the spanish prisoner
Stephen Sommers,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,Action Adventure Fantasy Thriller,English,6.3,the mummy returns
Martin Scorsese,Leonardo DiCaprio,Liam Neeson,Jim Broadbent,Crime Drama,English,7.5,gangs of new york
Yimou Zhang,Christian Bale,Ni Ni,Shigeo Kobayashi,Drama History Romance War,Mandarin,7.6,the flowers of war
Ash Brannon,Jeff Bridges,Zooey Deschanel,Jon Heder,Animation Comedy Family Sport,English,6.8,surf's up
Frank Oz,Jon Lovitz,Matthew Broderick,Roger Bart,Comedy Sci-Fi Thriller,English,5.2,the stepford wives
Ridley Scott,Ioan Gruffudd,Sam Shepard,Ewen Bremner,Drama History War,English,7.7,black hawk down
Jay Roach,Will Ferrell,Thomas Middleditch,Katherine LaNasa,Comedy,English,6.2,the campaign
Luc Besson,Milla Jovovich,Bruce Willis,Gary Oldman,Action Adventure Sci-Fi,English,7.7,the fifth element
Michael Patrick King,Chris Noth,Liza Minnelli,Kristin Davis,Comedy Drama Romance,English,4.3,sex and the city 2
Bibo Bergeron,Frank Welker,Rosie Perez,Elton John,Adventure Animation Comedy Family Romance,English,6.9,the road to el dorado
Steve Martino,Peter Dinklage,Josh Gad,Drake,Adventure Animation Comedy Family,English,6.6,ice age: continental drift
Kenneth Branagh,Hayley Atwell,Derek Jacobi,Lily James,Drama Family Fantasy Romance,English,7.0,cinderella
Peter Jackson,Michael Imperioli,AJ Michalka,Tom McCarthy,Drama Fantasy Thriller,English,6.7,the lovely bones
Andrew Stanton,Alexander Gould,Stephen Root,Brad Garrett,Adventure Animation Comedy Family,English,8.2,finding nemo
Peter Jackson,Orlando Bloom,Billy Boyd,Bernard Hill,Action Adventure Drama Fantasy,English,8.9,the lord of the rings: the return of the king
Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Action Adventure Drama Fantasy,English,8.7,the lord of the rings: the two towers
Sergey Bodrov,Jeff Bridges,Djimon Hounsou,Olivia Williams,Action Adventure Fantasy,English,5.5,seventh son
Simon West,Angelina Jolie Pitt,Noah Taylor,Chris Barrie,Action Adventure Fantasy Thriller,English,5.7,lara croft: tomb raider
Wally Pfister,Johnny Depp,Morgan Freeman,Clifton Collins Jr.,Drama Mystery Romance Sci-Fi Thriller,English,6.3,transcendence
Joe Johnston,Michael Jeter,Trevor Morgan,Alessandro Nivola,Action Adventure Sci-Fi Thriller,English,5.9,jurassic park iii
Rupert Wyatt,James Franco,David Oyelowo,Tyler Labine,Action Drama Sci-Fi Thriller,English,7.6,rise of the planet of the apes
Mark Waters,Martin Short,Tod Fennell,Joan Plowright,Adventure Family Fantasy,English,6.6,the spiderwick chronicles
John Moore,Bruce Willis,Cole Hauser,Megalyn Echikunwoke,Action Thriller,English,5.3,a good day to die hard
John Lee Hancock,Dennis Quaid,Marc Blucas,Jordi Mollà,Drama History War Western,English,6.0,the alamo
Brad Bird,Holly Hunter,Craig T. Nelson,Lou Romano,Action Adventure Animation Family,English,8.0,the incredibles
Renny Harlin,Christopher Masterson,Frank Langella,Matthew Modine,Action Adventure Comedy,English,5.6,cutthroat island
Chris Columbus,Logan Lerman,Rosario Dawson,Steve Coogan,Adventure Family Fantasy,English,5.9,percy jackson & the olympians: the lightning thief
Barry Sonnenfeld,Will Smith,Rip Torn,Linda Fiorentino,Adventure Comedy Family Mystery Sci-Fi,English,7.3,men in black
John Lasseter,Tom Hanks,John Ratzenberger,Wayne Knight,Adventure Animation Comedy Family Fantasy,English,7.9,toy story 2
Tony Scott,Denzel Washington,Rosario Dawson,Ethan Suplee,Action Thriller,English,6.8,unstoppable
Brett Ratner,Mei Melançon,John Lone,Harris Yulin,Action Comedy Crime Thriller,English,6.6,rush hour 2
Robert Zemeckis,Harrison Ford,Amber Valletta,Miranda Otto,Drama Fantasy Horror Mystery Thriller,English,6.6,what lies beneath
Phil Lord,Will Forte,Bobb'e J. Thompson,Al Roker,Animation Comedy Family Sci-Fi,English,7.0,cloudy with a chance of meatballs
Carlos Saldanha,Denis Leary,Maile Flanagan,Kelly Keaton,Action Adventure Animation Comedy Family,English,7.0,ice age: dawn of the dinosaurs
Ben Stiller,Adam Scott,Adrian Martinez,Joey Slotnick,Adventure Comedy Drama Fantasy Romance,English,7.3,the secret life of walter mitty
McG,Bill Murray,LL Cool J,Kelly Lynch,Action Adventure Comedy Crime Thriller,English,5.5,charlie's angels
Martin Scorsese,Leonardo DiCaprio,Matt Damon,Ray Winstone,Crime Drama Thriller,English,8.5,the departed
Tony Bancroft,Ming-Na Wen,Harvey Fierstein,June Foray,Adventure Animation Family Fantasy Musical War,English,7.5,mulan
Ben Stiller,Robert Downey Jr.,Steve Coogan,Brandon T. Jackson,Action Comedy,English,7.0,tropic thunder
David Fincher,Robin Wright,Goran Visnjic,Joely Richardson,Crime Drama Mystery Thriller,English,7.8,the girl with the dragon tattoo
John McTiernan,Bruce Willis,Aldis Hodge,Kevin Chamberlin,Action Adventure Thriller,English,7.6,die hard with a vengeance
Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Robert Maillet,Action Adventure Crime Mystery Thriller,English,7.6,sherlock holmes
Timur Bekmambetov,Morgan Freeman,Ayelet Zurer,Moises Arias,Adventure Drama History,English,6.1,ben-hur
Gary Trousdale,Leonard Nimoy,Jim Varney,Cree Summer,Action Adventure Animation Family Fantasy Sci-Fi,English,6.8,atlantis: the lost empire
Walt Becker,Bella Thorne,Joshua Mikel,Jesse McCartney,Adventure Animation Comedy Family Fantasy Music,English,5.0,alvin and the chipmunks: the road chip
Bryan Singer,Tom Cruise,Tom Wilkinson,Thomas Kretschmann,Drama History Thriller War,English,7.1,valkyrie
Dennis Dugan,Adam Sandler,Sayed Badreya,Kevin Nealon,Action Comedy,English,5.5,you don't mess with the zohan
Chris Columbus,Peter Dinklage,Adam Sandler,Josh Gad,Action Animation Comedy Sci-Fi,English,5.6,pixels
Steven Spielberg,Haley Joel Osment,William Hurt,Kevin Sussman,Adventure Drama Sci-Fi,English,7.1,a.i. artificial intelligence
Rob Minkoff,Marsha Thomason,Rachael Harris,Marc John Jefferies,Comedy Family Fantasy Horror Mystery,English,4.9,the haunted mansion
Robert Zemeckis,Matthew McConaughey,Tom Skerritt,Larry King,Drama Mystery Sci-Fi Thriller,English,7.4,contact
Paul Verhoeven,Greg Grunberg,Kim Dickens,Joey Slotnick,Action Horror Sci-Fi Thriller,English,5.7,hollow man
Sydney Pollack,Curtiss Cook,George Harris,Michael Wright,Crime Mystery Thriller,Aboriginal,6.4,the interpreter
Thor Freudenthal,Logan Lerman,Leven Rambin,Brandon T. Jackson,Adventure Family Fantasy,English,5.9,percy jackson: sea of monsters
Jan de Bont,Gerard Butler,Angelina Jolie Pitt,Djimon Hounsou,Action Adventure Fantasy,English,5.5,lara croft tomb raider: the cradle of life
Jon M. Chu,Daniel Radcliffe,Morgan Freeman,Sanaa Lathan,Action Adventure Comedy Crime Mystery Thriller,English,6.9,now you see me 2
Phillip Noyce,Alun Armstrong,Michael Byrne,Velibor Topic,Action Adventure Romance Sci-Fi Thriller,English,6.2,the saint
